,title,experience,location,skills
0,Chemist,3 - 8 Year(s),"Dammam , Jubail - Saudi Arabia",candidate should be able to provide service or support role for chemical plant(client or Manufacturer)/ Lab etc;Looking for Candidates with experience...
0,OPERATION MANAGER - FIT OUT - KSA,10 - 15 Year(s),Riyadh - Saudi Arabia,"For a fare selection, candidate should have minimum of 10 years experience in Interior fit-out industry in Saudi Arabia - You will be responsible for..."
0,Pre-Sales Telecommunication Engineer,5 - 10 Year(s),Riyadh - Saudi Arabia,Skills
0,salesman,5 - 10 Year(s),Riyadh - Saudi Arabia,Tactful and good looking / fluent in English Preferably with experience in security and communication devices saudi \\non saudi
0,Bank Accountant,4 - 9 Year(s),Riyadh - Saudi Arabia,"Handling Treasury, Preparing of Letter of Credit (LC) including Inland & Foreign & Bank Guarantee. Maintaining data for LC & tracking for payment on..."
0,Tax Accountant,4 - 9 Year(s),Riyadh - Saudi Arabia,Perform other duties as required by higher levels is supervision
0,Payable accountant,5 - 10 Year(s),Riyadh - Saudi Arabia,"1.\tCompletes payments and controls expenses by receiving, processing, verifying, and reconciling invoices 2.\tCreate monthly payment proposal (..."
0,Project Accountant ..,5 - 10 Year(s),Riyadh - Saudi Arabia,"The project accountant position is accountable for monitoring the progress of projects, investigating calculate variances, and ensuring that project..."
0,Receivable accountant,5 - 10 Year(s),Riyadh - Saudi Arabia,"1.\tPosts customer payments by recording cash, checks, and credit card transactions. 2.\tPosts revenues by verifying and entering transactions form..."
0,Electrical Technician - Commissioning,6 - 12 Year(s),Al Khobar - Saudi Arabia,"• Ensure that the commissioning obligations of the project are carried out in accordance with the terms of contract, quality and schedule in..."
0,ELECTRICAL COMMISSIONING ENGINEER,6 - 12 Year(s),Al Khobar - Saudi Arabia,"• Ensure that the commissioning obligations of the project are carried out in accordance with the terms of contract, quality and schedule in..."
0,Internal Auditor,3 - 8 Year(s),"Dammam/Khobar/Eastern Province , Al Khobar , Dammam - Saudi Arabia",Hand on experience on auditing/accounting of Manpower supply business \tSix years or more of Accounting/Audit experience;ERP Accounting software...
0,Recruitment Agency Partner ,7 - 14 Year(s),"Dammam/Khobar/Eastern Province , Jeddah , Riyadh - Saudi Arabia","We are Licenced Manpower Consultants based in Mumbai , India , we are looking for Agency Partner T I E up in SAUDI ARABIA . . YOU SHALL ENTER AN..."
1, SAUDI ARABIA,7 - 14 Year(s),"Dammam/Khobar/Eastern Province , Jeddah , Riyadh - Saudi Arabia","We are Licenced Manpower Consultants based in Mumbai , India , we are looking for Agency Partner T I E up in SAUDI ARABIA . . YOU SHALL ENTER AN..."
0,Recruitment Agency Partner ,7 - 14 Year(s),"Dammam/Khobar/Eastern Province , Jeddah , Riyadh - Saudi Arabia","We are Licenced Manpower Consultants based in Mumbai , India , we are looking for Agency Partner T I E up in SAUDI ARABIA . . YOU SHALL ENTER AN..."
1, SAUDI ARABIA,7 - 14 Year(s),"Dammam/Khobar/Eastern Province , Jeddah , Riyadh - Saudi Arabia","We are Licenced Manpower Consultants based in Mumbai , India , we are looking for Agency Partner T I E up in SAUDI ARABIA . . YOU SHALL ENTER AN..."
0,Governance and Transition Director,8 - 15 Year(s),Saudi Arabia - Saudi Arabia,Skills Required 
0,QA QC Manager,6 - 10 Year(s),Saudi Arabia - Saudi Arabia,"(6) Attend all pre-bid meetings and coordinate all project requirement with the project bidders;Knowledge of ISO 9001 Systems, Confidence, Excellent..."
0,Internal Audit Manager,10 - 15 Year(s),Dammam - Saudi Arabia,Experience/ Qualification
0,Inventory Controller / Material Controller,5 - 8 Year(s),Saudi Arabia - Saudi Arabia,5 years experience in inventory management / material planning / purchase & in transformer or switch gear manufacturing industry Full understanding...
0,Automation & control Technician,3 - 8 Year(s),Saudi Arabia - Saudi Arabia,3 years direct work experience in the execution activities related to 1;Experience/ Qualification 
0,Senior Service Technician,5 - 8 Year(s),Saudi Arabia - Saudi Arabia,"5 years experience preferably in Power Generation, Oil & Gas field work experience Reading and understanding of drawings and scheme..."
0,Service Engineer / Testing & Commissioning Engineer,5 - 8 Year(s),Saudi Arabia - Saudi Arabia,"5 years experience preferably in Power Generation, Oil & Gas field working experience;Reporting to Unit Services to update site work progress on daily..."
0,Draftsman,3 - 6 Year(s),Saudi Arabia - Saudi Arabia,Experience/ Qualification 
0,Senior Automation & Control Engineer,6 - 12 Year(s),Saudi Arabia - Saudi Arabia,"6 years minimum experience in Transformer design;Work experience of Foil winding, hermetically sealed & conservator type Transformers;Good communication..."
0,Design Engineer – Distribution Transformer,6 - 10 Year(s),Saudi Arabia - Saudi Arabia,"6 years minimum experience in Transformer design;Work experience of Foil winding, hermetically sealed & conservator type Transformers;Good communication..."
0,Design Engineer – Cable Management System,5 - 8 Year(s),Saudi Arabia - Saudi Arabia,Experience/ Qualification 
0,Draftsman – Cable Management System,3 - 6 Year(s),Saudi Arabia - Saudi Arabia,Experience/ Qualification 
0,Design Engineer - (CABLE BUS & BUS DUCT),5 - 8 Year(s),Saudi Arabia - Saudi Arabia,Experience/ Qualification 
0,Business Development Manager,10 - 15 Year(s),Dammam - Saudi Arabia,Experience/ Qualification 
0,Sales Support Engineer- Cable Tray,5 - 8 Year(s),Dammam - Saudi Arabia,Experience/ Qualification 
0,Sales Support Engineer,5 - 8 Year(s),Saudi Arabia - Saudi Arabia,Experience/ Qualification 
0,Sr. Sales Engineer-Transformer / Switchgear,8 - 15 Year(s),Dammam - Saudi Arabia,Attend technical and commercial meetings with customers when required;Provide feedback from any order lost and address as “Lesson Learned”...
0,Sr. Sales Engineer,7 - 12 Year(s),Dammam - Saudi Arabia,Experience/ Qualification 
0,Sr. Sales Engineer – Services & Automation,8 - 15 Year(s),Saudi Arabia - Saudi Arabia,Attend technical and commercial meetings with customers when required;Provide feedback from any order lost and address as “Lesson Learned”...
0,Drilling Fluid/Mud Engineer.,3 - 8 Year(s),Al Khobar - Saudi Arabia,•\tReport to Company representative as required by company
0,Construction Manager / Resident Engineer - Desalination Plant,15 - 26 Year(s),Saudi Arabia - Saudi Arabia,"Applicants should meet the following criteria An engineering degree ie Civil, Mechanical A proven track record of working on large scale water..."
0,Refrigeration Technician,3 - 8 Year(s),Saudi Arabia - Saudi Arabia,"Customer service oriented via phone or in-person meeting and the ability to listen, maintain flexibility and meet deadlines Should be able to work..."
0,Planning Engineer,5 - 10 Year(s),Saudi Arabia - Saudi Arabia,Preferred
0,Instrument Technician - Commissioning.,6 - 12 Year(s),Al Khobar - Saudi Arabia,"• Ensure that the commissioning obligations of the project are carried out in accordance with the terms of contract, quality and schedule in..."
0,Assistant Marketing Manager ksa,3 - 8 Year(s),Jeddah - Saudi Arabia,A leading fashion retail group with multiple stores across UAE and KSA is seeking to hire a Regional Marketing Manager/Assistant Marketing Manager to be...
0,Marketing Manager ksa,3 - 8 Year(s),Riyadh - Saudi Arabia,A leading furniture retail group with multiple stores across UAE and KSA is seeking to hire a Marketing Manager to be based in Riyadh. Prior experience...
0,Key Accounts Executive,5 - 10 Year(s),Jeddah - Saudi Arabia,Develop trust relationships with a portfolio of major clients to ensure they do not turn to competition Acquire a thorough understanding of key...
0,Catering Executive,5 - 10 Year(s),"Jeddah , Riyadh , Dammam - Saudi Arabia",To be responsible for developing and attracting food & beverage sales from the clients Main Responsibilities To maintain and grow food & beverage...
0,Sales Engineer,4 - 6 Year(s),"Dammam/Khobar/Eastern Province , Jeddah , Riyadh - Saudi Arabia",Mechanical or Mechatronic Engineering Degree \t4 to 6 years of experience in Saudi Arabia (KSA) in the field of sale of construction equipment \tGood...
0,Nurse,3 - 8 Year(s),"Dammam/Khobar/Eastern Province , Jeddah , Riyadh - Saudi Arabia","Responsibilities Identify patients’ care requirements, focus on their needs and act on them Nurture a compassionate environment by providing..."
0,Project Sales Engineer,2 - 8 Year(s),"Jeddah , Riyadh , Dammam - Saudi Arabia",Identify contractors and customers Meet the consultants for approvals Be able to build long term relationship with customers Handle technical and...
0,Medical Sales Representative,3 - 8 Year(s),"Jeddah , Abha , Al Qasim - Saudi Arabia",sales and accounts handling with collection
0,Sales Representative,3 - 5 Year(s),"Dammam/Khobar/Eastern Province , Dammam - Saudi Arabia",You should have past experience in automotive filtration and be familiar with the KSA automotive market;Strong interpersonal skills and good rapport...
0,Senior Accountant,5 - 10 Year(s),Riyadh - Saudi Arabia,"Coordinate between Head office in UAE and the sponsor in KSA Handling all financials for the office, Handling all transactions (Expenses & purchases..."
0,Public Relation Officer,5 - 10 Year(s),Riyadh - Saudi Arabia,"-\tFull knowledge of Saudi labor law, -\tHave a good relationships and familiar in the government dealings;-\tFull knowledge of Saudi labor law,..."
0,Pega Development AND Deployment Manager with Strong Devops,5 - 10 Year(s),Riyadh - Saudi Arabia,Strong knowledge and hands on experience in configuration management tools;Understanding and experience in software operations and monitoring;Strong...
0,Business Development,10 - 15 Year(s),Saudi Arabia - Saudi Arabia,We are looking for Business Development Career Objective \tLeadership skills to lead different size team for getting the desires results...
0,FINANCE MANAGER / CONSULTANT,10 - 15 Year(s),Saudi Arabia - Saudi Arabia,We are looking for FINANCE MANAGER / CONSULTANT Career Objective \tLeadership skills to lead different size team for getting the desires results...
0,Area Manager,3 - 5 Year(s),Al Khobar - Saudi Arabia,ESSENTIAL DUTIES AND RESPONSIBILITIES Assist the Department Head in developing Sales Plans and brief the marketing department on required promotional...
0,Shop Manager,3 - 5 Year(s),Al Khobar - Saudi Arabia,* With at least 3 years experience in retail / service industry and at least 1 year in a supervisory or management position;Ensure availability of...
0,Sales Associate,2 - 5 Year(s),Al Khobar - Saudi Arabia,"Assist the Boutique Manager in ensuring all sales activity, planning and execution are at the highest level. Requires knowledge of organization's..."
0,Wanted Security Guard for Gulf Country,0 - 6 Year(s),"Abqaiq , Al Ahsa , Al Kharj - Saudi Arabia",Attractive Salary With Food and Accomodation Both Female and male can apply Freshers and Experienced are Welcome
0,Consultant Doctors for KSA,5 - 10 Year(s),"Riyadh , Dammam , Qatif , Madinah , Khobar - Saudi Arabia",Positions
0,RADIOLOGY CONSULTANT,5 - 10 Year(s),"Dammam/Khobar/Eastern Province , Riyadh , Dammam - Saudi Arabia","If MD only will not be considered because they cannot work as Consultants 2.\tMaster of surgery (MS) followed by Master of Chirurgery (MCh), and..."
0,LABORATORY CONSULTANT,5 - 10 Year(s),"Dammam/Khobar/Eastern Province , Riyadh , Dhahran - Saudi Arabia",Mandatory Qualifications& experience
0,Bridges/Tunnels Engineer,10 - 16 Year(s),Jeddah - Saudi Arabia,Wed love to hear from you if you have
0,Manicurist and Pedicurist - KSA,2 - 5 Year(s),Al Khobar - Saudi Arabia,"•Provide professional nail, hand and feet treatments such as basic manicure/pedicure ,Gel polish, hand massages and nails’ treatments (Paraffin and..."
0,Imaging and Packaging Engineer,5 - 10 Year(s),Riyadh - Saudi Arabia,5-6 years of experience in Micorsoft SCCM
0,Senior Project Assurance Engineer,5 - 8 Year(s),Saudi Arabia - Saudi Arabia,We are hiring for Senior Project Assurance Engineer Job Description
0,BMS Technician,3 - 5 Year(s),Saudi Arabia - Saudi Arabia,"Candidate must have minimum 3 years experience in BMS Commissioning , Operations or maintenance of Energy Equipment like chiller, DX, pumps, AHU"
0,Civil Engineer,10 - 15 Year(s),Saudi Arabia - Saudi Arabia,We are looking for Civil Engineer for Saudi Arabia Candidate should have experience of working in an industrial or any large infrastructure...
0,Mechanical Engineer,10 - 15 Year(s),Saudi Arabia - Saudi Arabia,We are looking for Mechanical Engineer for Saudi Arabia Candidate should have experience of working in an industrial or any large infrastructure...
0,Electrical Engineer,10 - 15 Year(s),Saudi Arabia - Saudi Arabia,We are looking for Electrical Engineer for Saudi Arabia Candidate should have experience of working in an industrial or any large infrastructure...
0,Quantity Surveyor,10 - 15 Year(s),Saudi Arabia - Saudi Arabia,We are looking for Quantity Surveyor for Saudi Arabia Knowledgeable with costing & estimation terminology and must be knowledgeable of Windows...
0,Planning Engineer,10 - 15 Year(s),Saudi Arabia - Saudi Arabia,Must well-versed in using computer programs like Primavera and MS Project;Candidate must have transferable Iqama;Required
0,General Nursing Midwifery,2 - 5 Year(s),"Abha , Abqaiq - Saudi Arabia",Qualification 
